"SMILES","CASRN","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","PgP inhibitor","Dataset","Cell line","INCHI_KEY"
"COC1=CC=C(CN2CCN(CC2)C2=CC=C(NC(=O)C3=CC(OC)=C(OC)C=C3NC(=O)C3=CN=C4C=CC=CC4=C3)C=C2)C=C1OC","-","-","-","-","A5907","19504188","-","-","yes","","","KFUYKTYUJHLOPQ-UHFFFAOYSA"
"Cl.COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1","-","-","-","Verapamil","A5908","12795780","-","-","yes","","","DOQPXTMNIUCOSY-UHFFFAOYSA"
"COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C(OC)=C2)C=C1OC","-","-","-","Gallopamil","A5908","12795780","-","-","yes","","","XQLWNAFCTODIRK-UHFFFAOYSA"
"Cl.Cl.COC(=O)C1C(C2=CC(=CC=C2)[N+]([O-])=O)C(C(=O)OC=C)=C(C)N[C@]1(C)C1=CC=C(C=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1","-","-","-","DEXNIGULDIPINE","A5908","12795780","-","-","yes","","","OINZYWFDIKUBFX-LAARYLIRSA"
"COC1=C(OC)C=C(CCN(C)CCCC2(SCCCS2)C2=CC3=CC=CC=C3C=C2)C=C1","-","-","-","Ro 11-2933","A5908","12795780","-","-","yes","","","YEXYNWAZYPPKQD-UHFFFAOYSA"
"Cl.Cl.CC1=C(C(C2=CC(=CC=C2)[N+]([O-])=O)C(=C(C)N1CCN1CCOCC1)P1(=O)OCC(C)(C)CO1)C(=O)OCCN(CC1=CC=CC=C1)C1=CC=CC=C1","-","-","-","PAK-200","A5908","12795780","-","-","yes","","","OJSHBEXUMOWYLG-UHFFFAOYSA"
"CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1C(F)(F)F)C(=O)OCCNC(=O)C1=CC=C(C=C1)N=[N+]=[N-]","-","-","-","Azidopine","A5908","12795780","-","-","yes","","","SWMHKFTXBOJETC-UHFFFAOYSA"
"COC1=CC2=C(C=CN=C2C=C1)[C@H](O)[C@H]1C[C@@H]2CCN1C[C@@H]2C=C","-","-","-","quinidine","A5908","12795780","-","-","yes","","","LOUPRKONTZGTKE-LHHVKLHASA"
"CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2","-","-","-","Amiodarone","A5908","12795780","-","-","yes","","","IYIKLHRQXLHMJQ-UHFFFAOYSA"
"COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1","-","-","-","Primaquine","A5908","12795780","-","-","yes","","","INDBQLZJXZLFIT-UHFFFAOYSA"
"CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1","-","-","-","Chloroquine","A5908","12795780","-","-","yes","","","WHTVZRBIWZFKQO-UHFFFAOYSA"
"CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1","-","-","-","propafenone","A5908","12795780","-","-","yes","","","JWHAUXFOSRPERK-UHFFFAOYSA"
"CN1CCN(CCCN2C3=CC(=CC=C3SC3=C2C=CC=C3)C(F)(F)F)CC1","-","-","-","Trifluoperazine","A5908","12795780","-","-","yes","","","ZEWQUBUPAILYHI-UHFFFAOYSA"
"OCCN1CCN(CC\C=C2/C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1","-","-","-","(E)-flupentixol","A5908","12795780","-","-","yes","","","NJMYODHXAKYRHW-BLLMUTORSA"
"CCN(CC)CCC[C@H](C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2","-","-","-","quinacrine","A5908","12795780","-","-","yes","","","GPKJTRJOBQGKQK-INIZCTEOSA"
"NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3=C(CCC4=C2C(Br)=CC(Cl)=C4)C=C(Br)C=N3)CC1","-","-","-","Sch66336","A5908","12795780","-","-","yes","","","DHMTURDWPRKSOA-RUZDIDTESA"
"Cl.Cl.Cl.O[C@@H](COC1=CC=CC2=C1C=CC=N2)CN1CCN(CC1)C1C2=CC=CC=C2[C@@H]2[C@H](C3=CC=CC=C13)C2(F)F","-","-","-","LY335979","A5908","12795780","-","-","yes","","","ZPFVQKPWGDRLHL-ZLYBXYBFSA"
"COC1=CC=CC2=C1NC1=C(C=CC=C1C(=O)NC1=CC=C(CCN3CCC4=CC(OC)=C(OC)C=C4C3)C=C1)C2=O","-","-","-","GF120918","A5908","12795780","-","-","yes","","","OSFCMRGOZNQUSW-UHFFFAOYSA"
"COC(=O)C1CN=C2N1CCC1=CC=CC=C1C2=C1CCN(CCC2=CC=C(OCC3=NC4=CC=CC=C4C=C3)C=C2)CC1","-","-","","R 101933","A5908","12795780","-","","yes","","","QPGHEZZVRGUCDN-UHFFFAOYSA"
"OC(COC1=CC=CC2=C1C=CC=N2)CN1CCN(CC1)C1C2=CC=CC=C2CCC2=CC=CC=C12","-","-","-","MS-073","A5908","12795780","-","-","yes","","","YLQSXCMKFKBZLE-UHFFFAOYSA"
"OC(=O)\C=C\C(O)=O.OC(=O)\C=C\C(O)=O.OC(=O)\C=C\C(O)=O.OC(COC1=CC=CC2=C1C=CC=N2)CN1CCN(CC1)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1.OC(COC1=CC=CC2=C1C=CC=N2)CN1CCN(CC1)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1","-","-","-","MS-209","A5908","12795780","-","-","yes","","","ZGMJYTYLTJFNCS-VQYXCCSOSA"
"CN(C)CCCN1C=C(C2=C1C=CC=C2)C1=C(C(=O)NC1=O)C1=CNC2=C1C=CC=C2","-","-","-","GF109203X","A5908","12795780","-","-","yes","","","QMGUOJYZJKLOLH-UHFFFAOYSA"
"CO[C@H]1[C@H](C[C@H]2O[C@@]1(C)N1C3=CC=CC=C3C3=C4CN(CC5=CC=CC=C5)C(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1","-","-","","CGP-42700","A5908","12795780","-","","yes","","","ABNYYFBELSVSNV-OSODCVOKSA"
"CO[C@]1(C)[C@H]([C@@H]2O[C@@]1(C)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1","-","-","","CGP-41251","A5908","12795780","-","","yes","","","IIQIEMHSDLLZQA-ZSBYNPNRSA"
"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13","-","-","-","staurosporine","A5908","12795780","-","-","yes","","","HKSZLNNOFSGOKW-FYTWVXJKSA"
"COC1=CC(=O)C2=C3C1=C1C(OC)=CC(=O)C4=C1C(=C(CC(C)OC(=O)C1=CC=CC=C1)C(OC)=C4O)C3=C(CC(C)OC(=O)OC1=CC=C(O)C=C1)C(OC)=C2O","-","-","-","CALPHOSTIN C","A5908","12795780","-","-","yes","","","LSUTUUOITDQYNO-UHFFFAOYSA"
"C[C@@H]1[C@@H](OC(=O)\C=C\C=C\C2=CC=CC=C2)[C@@]2(OC3(O[C@@H]2C2C4O[C@]4(CO)[C@@H](O)[C@@]4(O)[C@@H](C=C(C)C4=O)[C@@]12O3)C1=CC=CC=C1)C(C)=C","-","-","-","mezerein","A5908","12795780","-","-","yes","","","DLEDLHFNQDHEOJ-ZTUXJITESA"
"COC(=O)C1(O)C[C@@H]2O[C@]1(C)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13","-","-","-","K252a","A5908","12795780","-","-","yes","","","KOZFSFOOLUUIGY-BFNCGDNDSA"
"BrC1=CC=C(\C=C\CNCCNS(=O)(=O)C2=C3C=CN=CC3=CC=C2)C=C1","-","-","-","H-89","A5908","12795780","-","-","yes","","","ZKZXNDJNWUTGDK-NSCUHMNNSA"
"CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C","-","-","-","progesterone","A5908","12795780","-","-","yes","","","RJKFOVLPORLFTN-LEKSSAKUSA"
"CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O","-","-","-","megestrol acetate","A5908","12795780","-","-","yes","","","RQZAXGRLVPAYTJ-GQFGMJRRSA"
"CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)C1=CC=C(C=C1)N(C)C","-","-","-","RU486","A5908","12795780","-","-","yes","","","VKHAHZOOUSRJNA-GCNJZUOMSA"
"CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1","-","-","-","Tamoxifen","A5908","12795780","-","-","yes","","","NKANXQFJJICGDU-QPLCGJKRSA"
"CC\C(=C(\C1=CC=C(OCCN(C)C)C=C1)C1=CC(O)=CC=C1)C1=CC=CC=C1","-","-","-","Droloxifene","A5908","12795780","-","-","yes","","","ZQZFYGIXNQKOAV-OCEACIFDSA"
"CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1","-","-","-","Toremifene","A5908","12795780","-","-","yes","","","XFCLJVABOIYOMF-QPLCGJKRSA"
"CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=C4C=CC(OC)=C5)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1","-","-","-","reserpine","A5908","12795780","-","-","yes","","","QEVHRUUCFGRFIF-MDEJGZGSSA"
"COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCC4=C(NC5=CC=CC=C45)[C@@H]3C[C@H]12","-","-","-","Yohimbine","A5908","12795780","-","-","yes","","","BLGXFZZNTVWLAY-SCYLSFHTSA"
"CCC1=C[C@H]2CN3CCC4=C(NC5=CC=CC=C45)[C@@](C2)([C@@H]13)C(=O)OC","-","-","-","Catharanthine","A5908","12795780","-","-","yes","","","CMKFQVZJOWHHDV-DYHNYNMBSA"
"CCC12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)C1=C4C=CC(OC)=C1)[C@](O)([C@@H]2OC(C)=O)C(=O)OC","-","-","-","Vindoline","A5908","12795780","-","-","yes","","","CXBGOBGJHGGWIE-KKFURDAFSA"
"CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C","-","-","-","cyclosporine","A5908","12795780","-","-","yes","","","PMATZTZNYRCHOR-CGLBZJNRSA"
"C\C=C\C[C@@H](C)C(=O)[C@@H]1N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@@H](NC1=O)C(C)C)C(C)C","-","-","-","PSC-833","A5908","12795780","-","-","yes","","","YJDYDFNKCBANTM-QCWCSKBGSA"
"CC[C@H](C)[C@@H]1N(C)C(=O)C([C@@H](C)CC)N(C)C(=O)[C@H](CC(=O)OC(C)(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]2CCCCN2C(=O)[C@H](C)OC(=O)[C@H](CC2=CC=C(OC)C=C2)NC(=O)[C@H](C(C)C)N(C)C(=O)CNC1=O)C(C)C","-","-","-","Sdz 280-446","A5908","12795780","-","-","yes","","","UGWMRFXIOXUDPM-XMKIREDBSA"
"CO[C@@H]1CC(CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC","-","-","-","Fk-506","A5908","12795780","-","-","yes","","","QJJXYPPXXYFBGM-NYOQZLQMSA"
"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O","-","-","-","Erythromycin","A5908","12795780","-","-","yes","","","ULGZDMOVFRHVEP-RWJQBGPGSA"
"OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1","-","-","-","Quercetin","A5908","12795780","-","-","yes","","","REFJWTPEDVJJIY-UHFFFAOYSA"
"COC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1","-","-","-","Kaempferide","A5908","12795780","-","-","yes","","","SQFSKOYWJBQGKQ-UHFFFAOYSA"
"OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC=CC=C2)=C1","-","-","-","Galangin","A5908","12795780","-","-","yes","","","VCCRNZQBSJXYJD-UHFFFAOYSA"
"CC(C)(C=C)C1=C(O)C=C(O)C2=C1OC(=C(O)C2=O)C1=CC=CC=C1","-","-","-","8-(1,1-DMA)-Galangin","A5908","12795780","-","-","yes","","","VEXSVXVQCSMKRX-UHFFFAOYSA"
"CC(C)=CCC1=C(O)C=C(O)C2=C1OC(=C(O)C2=O)C1=CC=CC=C1","-","-","-","8-(3,3-DMA)-Galangin","A5908","12795780","-","-","yes","","","WCSHKPNHOSDFGK-UHFFFAOYSA"
"CC(C)=CCC1=C(O)C=C2OC(=C(O)C(=O)C2=C1O)C1=CC=CC=C1","-","-","","6-(3,3-DMA)galangin","A5908","12795780","-","","yes","","","DLUFCWQGHRQRMG-UHFFFAOYSA"
"COC1=C(OC2=CC(O)=CC(O)=C2C1=O)C1=CC=CC=C1","-","-","","3-Methylgalangin","A5908","12795780","-","","yes","","","LYISDADPVOHJBJ-UHFFFAOYSA"
"COC1=C(OC2=C(C(O)=CC(O)=C2C(C)(C)C=C)C1=O)C1=CC=CC=C1","-","-","","8-(1,1-DMA)-3-methylgalangin","A5908","12795780","-","","yes","","","AFLRJCXCYQMRGE-UHFFFAOYSA"
"OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1","-","-","-","Chrysin","A5908","12795780","-","-","yes","","","RTIXKCRFFJGDFG-UHFFFAOYSA"
"CC(C)=CCC1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC=CC=C1","-","-","-","8-(3,3-DMA)-Chrysin","A5908","12795780","-","-","yes","","","WVBTWALEDCJRKA-UHFFFAOYSA"
"CC(C)=CCC1=C(O)C2=C(OC(=CC2=O)C2=CC=CC=C2)C(CC=C(C)C)=C1O","-","-","-","6,8-(di-DMA)-Chrysin","A5908","12795780","-","-","yes","","","RGGJEENSFLRVRP-UHFFFAOYSA"
"CC(C)=CCC\C(C)=C\CC1=C(O)C=C2OC(=CC(=O)C2=C1O)C1=CC=CC=C1","-","-","-","6-Geranylchrysin","A5908","12795780","-","-","yes","","","ZGOCQRKXVIGZMZ-SFQUDFHCSA"
"CN(C)C1=CC2=NC3=C(C=CC(=C3)N(C)C)C=C2C=C1","-","-","-","Acridine orange","A5908","12795780","-","-","yes","","","DPKHZNPWBDQZCN-UHFFFAOYSA"
"ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1","-","-","-","Clotrimazole","A5908","12795780","-","-","yes","","","VNFPBHJOKIVQEB-UHFFFAOYSA"
"CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O","-","-","-","mitomycin C","A5908","12795780","-","-","yes","","","NWIBSHFKIJFRCO-WUDYKRTCSA"
"FC1=CC=C(C=C1)C(CNC1CCN(CC1)C1=NC(NCC=C)=NC(NCC=C)=N1)C1=CC=C(F)C=C1","-","-","-","S9788","A5908","12795780","-","-","yes","","","GERNFWKTMKWULM-UHFFFAOYSA"
"COC1=CC(=CC(OC)=C1OC)C(=O)C(=O)N1CCCC[C@H]1C(=O)OC(CCCC1=CN=CC=C1)CCCC1=CN=CC=C1","-","-","","Biricodar","A5908","12795780","-","","yes","","","CGVWPQOFHSAKRR-NDEPHWFRSA"
"CCOC\C=C\C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=C(NC(C)C)C=C1)C1=CC=C(NC(C)C)C=C1","-","-","-","OC144-093","A5908","12795780","-","-","yes","","","RSJCLODJSVZNQA-BQYQJAHWSA"
"COC1=CC(\C=C\C(=O)OC2C(O)C3CC(CC2N3C)OC(=O)C2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC","-","-","-","Pervilleine","A5908","12795780","-","-","yes","","","OWTUMFZGWWGYGZ-CMDGGOBGSA"
"CC[C@@H](C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1","-","-","-","itraconazole","A5908","12795780","-","-","yes","","","VHVPQPYKVGDNFY-DFMJLFEVSA"
"CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1","-","-","-","Ketoconazole","A5908","12795780","-","-","yes","","","XMAYWYJOQHXEEK-OZXSUGGESA"
"CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","-","-","-","Terfenadine","A5908","12795780","-","-","yes","","","GUGOEEXESWIERI-UHFFFAOYSA"
"OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO","-","-","-","dipyridamole","A5908","12795780","-","-","yes","","","IZEKFCXSFNUWAM-UHFFFAOYSA"
"C[C@H]1C[C@]2(OC(C)=O)C(C=C(C)[C@H](OC(C)=O)[C@@H](OC(C)=O)C(=O)C(C)(C)C=C[C@H](C)C2=O)[C@@H]1OOC1=CC=CC=C1","-","-","1","-","A5909","18452010","-","-","yes","","NIH MDR G185 cells","MVRSDBNUVLDQEM-CMRBUQPKSA"
"C[C@H]1C[C@]2(OC(C)=O)C(C=C(C)[C@H](OC(C)=O)[C@@H](OC(C)=O)C(=O)C(C)(C)CC=C(C)C2=O)[C@@H]1OOC1=CC=CC=C1","-","-","2","-","A5909","18452010","-","-","yes","","NIH MDR G185 cells","TYYVLVMJXVYQHJ-SAMZXMGESA"
"C[C@H]1C[C@]2(OC(C)=O)C(C=C(C)[C@H](O)C[C@@H](O)C(C)(C)C=C[C@@H](C)[C@@H]2OC(C)=O)[C@@H]1OOC1=CC=CC=C1","-","-","3","-","A5909","18452010","-","-","yes","","NIH MDR G185 cells","PHQQCFHLROAQFY-FJUGOGIXSA"
"C[C@H]1C[C@]2(OC(C)=O)C(C=C(C)[C@@H](CC(=O)C(C)(C)C=CC(C)[C@@H]2OC(C)=O)OOC2=CC=CC=C2)[C@@H]1OOC1=CC=CC=C1","-","-","4","-","A5909","18452010","-","-","yes","","NIH MDR G185 cells","IXILQWNJKWWUGZ-BTXNHBNOSA"
"CC1CC2(O)C(\C=C(C)\C(CC(OC(C)=O)C(C)(C)C=CC(C)C2OC(C)=O)OC(=O)C2=CC=CC=C2)C1OC(C)=O","-","-","5","euphornin","A5909","18452010","-","-","yes","","NIH MDR G185 cells","CYUGDEJFKYMROH-IODXOCAWSA"
"C[C@H]1C[C@]2(OC(C)=O)C(C=C(C)[C@@H](CC(=O)C(C)(C)C=CC(C)[C@@H]2OC(C)=O)OOC(C)=O)[C@@H]1OOC1=CC=CC=C1","-","-","6","-","A5909","18452010","-","-","yes","","NIH MDR G185 cells","NIRYDINAWXCYTF-GHIZKRMGSA"
"N[C@@H](CC1=NC(N)=NC=C1)C(O)=O","-","-","7","lathyrine euphohelioscopin","A5909","18452010","-","-","yes","","NIH MDR G185 cells","LIRGSTWGMWYHBN-YFKPBYRVSA"
"CCCC=CC=CC(=O)O[C@H]1CC2C(C=C(C)C(=O)[C@@]3(C[C@@H](C)[C@H](O)C3C=C1C)OC(C)=O)C2(C)C","-","-","8","-","A5909","18452010","-","-","yes","","NIH MDR G185 cells","LVWCGFQTAFKQBI-RDUYOUBJSA"
"OC(=O)C(O)=O.CC(C)C(=O)C1=CC=C(OCCCN2CCC(CC2)C(O)(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)C=C1","-","-","-","Ahr-16303B","A5913","15188221","-","-","yes","","","IJLRCTPQUZWJSL-UHFFFAOYSA"
"COC1=CC2=C(CCN(C)C(CCC3=CC=CC=C3)CC3=C2C(O)=C(OC)C=C3)C=C1","-","-","-","asocainol","A5913","15188221","-","-","yes","","","IORHSKBXWWSQME-UHFFFAOYSA"
"COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(CC2=CC=CC=C2)C1","-","-","-","Benidipine","A5913","15188221","-","-","yes","","","QZVNQOLPLYWLHQ-GEPVFLLWSA"
"COC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1","-","-","-","CGP-54103","A5913","15188221","-","-","yes","","","DCDLKIRZUPGJQP-UHFFFAOYSA"
"O[C@H](COC1=CC=CC2=C1C=CC=N2)CN1CCN(CC1)C1C2=CC=CC=C2CCC2=CC=CC=C12","-","-","-","CP-117227","A5913","15188221","-","-","yes","","","YLQSXCMKFKBZLE-VWLOTQADSA"
"N#CC(COC1=CC=CC2=C1C=CC=N2)CN1CCN(CC1)C1C2=C(CCC3=C1C=CC=C3)C=CC=C2","-","-","-","CP-215548","A5913","15188221","-","-","yes","","","HYDUYXYHQIRYPD-UHFFFAOYSA"
"OCCN1CCCN(CCCN2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1","-","-","-","Homofenazine","A5913","15188221","-","-","yes","","","LOHNHQLZFYCAEQ-UHFFFAOYSA"
"CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=CC(Cl)=CC=C12","-","-","-","mepacrine","A5913","15188221","-","-","yes","","","GPKJTRJOBQGKQK-UHFFFAOYSA"
"CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","-","-","-","Terfenadine","A5913","15188221","-","-","yes","","","GUGOEEXESWIERI-UHFFFAOYSA"
"C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12","-","-","AUTO_2","mequitazine","A110664","21413792","-","-","yes","","","HOKDBMAJZXIPGC-UHFFFAOYSA"
"COC1=CC=CC=C1N1CCN(CC(O)COC2=CC=CC3=CC=CC=C23)CC1","-","-","AUTO_4","naftopidil","A110664","21413792","-","-","yes","","","HRRBJVNMSRJFHQ-UHFFFAOYSA"
"Cl.CCN(CC)CCO[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C2C1","-","-","AUTO_5","U18666A","A110664","21413792","-","-","yes","","","GZFYZYBWLCYBMI-MYZJJQSMSA"
"CC1C2CC3=C(C=C(O)C=C3)C1(C)CCN2CC=C(C)C","-","-","AUTO_6","Pentazocine","A110664","21413792","-","-","yes","","","VOKSWYLNZZRQPF-UHFFFAOYSA"
"CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O","-","-","AUTO_9","geldanamycin","A110664","21413792","-","-","yes","","","QTQAWLPCGQOSGP-KSRBKZBZSA"
"CSC1=CC=C2SC3=C(C=CC=C3)N(CCC3CCCCN3C)C2=C1","-","-","AUTO_11","Thioridazine","A110664","21413792","-","-","yes","","","KLBQZWRITKRQQV-UHFFFAOYSA"
"CCN1[C@H]2CC[C@@H]1CC(C2)OC(C1=CC=CC=C1)C1=CC=CC=C1","-","-","AUTO_12","Ethylbenztropine","A110664","21413792","-","-","yes","","","PHTMLLGDZBZXMW-WCRBZPEASA"
"COC1=C(OC)C=C(CCCN2CCC(CC3=CC=CC=C3)CC2)C=C1","-","-","AUTO_13","CP-69042","A110664","21413792","-","-","yes","","","UWXCCZITYWUQSN-UHFFFAOYSA"
"CN\C(NCCSCC1CSC(CN(C)C)N1)=C/[N+]([O-])=O","-","-","AUTO_15","D894","A110664","21413792","-","-","yes","","","RMANBZVMXXRJIB-IZZDOVSWSA"
"CC(CC1CCCCC1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1","-","-","AUTO_16","Droprenilamine","A110664","21413792","-","-","yes","","","HTAFVGKAHGNWQO-UHFFFAOYSA"
"[H]C1([H])OS(=O)OC([H])([H])C2([H])C1([H])C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl","-","-","AUTO_17","endosulfan","A110664","21413792","-","-","yes","","","RDYMFSUJUZBWLH-UHFFFAOYSA"
"CCC(C)[C@@H]1N(C)C(=O)[C@H](C(C)CC)N(C)C(=O)[C@H](CC(O)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)C2CCCCN2C(=O)[C@H](C)NC(=O)[C@H](CC2=CC=C(OC)C=C2)NC(=O)[C@H](C(C)C)N(C)C(=O)CNC1=O)C(C)C","-","-","AUTO_18","Cyclopeptolide","A110664","21413792","-","-","yes","","","VDCLCAXYTCLVQY-CTVGSUQISA"
"CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","-","-","AUTO_19","Terfenadine","A110664","21413792","-","-","yes","","","GUGOEEXESWIERI-UHFFFAOYSA"
"NC(=O)C1=CC=CC2=C1NC1=CC=CC=C1C2=O","-","-","AUTO_20","Acridone-4-carboxamide","A110664","21413792","-","-","yes","","","UWRRBLDAEWEWRC-UHFFFAOYSA"
"SPS","-","-","AUTO_21","SPS 1793","A110664","21413792","-","-","yes","","","XBLGMCJPKJKWOK-UHFFFAOYSA"
"CCCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C","-","-","AUTO_22","Cyclosporin G","A110664","21413792","-","-","yes","","","ZMKGDQSIRSGUDJ-IMVLJIQESA"
"CC1=C(O)C=CC=C1C(=O)NC(CSC1=CC=CC=C1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C","-","-","AUTO_23","nelfinavir","A110664","21413792","-","-","yes","","","QAGYKUNXZHXKMR-UHFFFAOYSA"
"CN(C)CCOC1=CC=C(C=C1)C(=C(/CCCl)C1=CC=CC=C1)\C1=CC=CC=C1","-","-","AUTO_27","Toremifene","A110664","21413792","-","-","yes","","","XFCLJVABOIYOMF-OCEACIFDSA"
"CSN","-","-","AUTO_29","NSC 303594","A110664","21413792","-","-","yes","","","XOVSRHHCHKUFKM-UHFFFAOYSA"
