drug,label
CC[NH+]1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,False
CC[NH+]1CC2(C)CCC(OC)C34C2C(C(=O)C)C2(OCOC52CC(OC)C2CC3(O)C5(O)C2OC)C14,False
CC1(C)OC(=O)NC1=O,False
Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(c2ccccc2)n1C,False
CC1c2cccc(O)c2C(=C2C(=O)C3(O)C(=O)C(=C(N)[O-])C(=O)C([NH+](C)C)C3C(O)C12)[O-],False
COc1ccc(c2cc(=O)c3c(O)cc(O)cc3o2)cc1,False
COc1cc2c(c(OC)c1OC)C1CCC(OC)C(=O)CC1C(NC(=O)C)CC2,False
CCc1cc(C(=S)N)ccn1,False
CCOc1ccc2c(c1)C(=CC(C)(C)N2)C,False
CC[NH2+]C(C)Cc1cccc(C(F)(F)F)c1,False
CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,False
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,False
COc1cc(=O)n(C)c2c(OCC(O)C(C)(C)O)cccc12,False
[NH3+]CC1(CC(=O)[O-])CCCCC1,False
CC(C)(C)NC(=O)C1C[NH+](Cc2cccnc2)CC[NH+]1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,False
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,False
Clc1cc(Cl)c(OCC#CI)cc1Cl,False
Cc1[nH]ccc2-c1nc1c2cccc1,False
C[NH+]1CCc2cc3c(cc2C1O)OCO3,False
CC(C)[NH+](CCC(C(=O)N)(c1ccccc1)c1ccccc1)C(C)C,False
O=[N+](=[O-])[O-]C1COC2C([O-]=[N+](=O)[O-])COC12,False
O=C(c1ccc(F)cc1)C1CC[NH+](CCn2c(=O)[nH]c3ccccc3c2=O)CC1,False
c1coc(CNc2[nH]cnc3-c2ncn3)c1,False
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,False
Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)CN2,False
C[NH+]1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1,False
C[NH+](C)CCOC(=O)COc1ccc(Cl)cc1,False
C[NH+](CCCl)CCCl,False
Cc1cccc(C[NH+]2CC[NH+](C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,False
Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,False
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC12C,False
C=NC(C(=O)NC1C(=O)C2C1SC(C)(C)C2C(=O)[O-])c1ccccc1,False
C[NH+](C)CCN(Cc1cccs1)c1ccccn1,False
COc1ccc2c3c1OC1C(=O)CCC4C(C2)[NH+](C)CCC314,False
CS(=N)(=O)CCC([NH3+])C(=O)[O-],False
COc1ccc(OC)c(C(O)C(C)[NH3+])c1,False
Nc1nnc(c2cccc(Cl)c2Cl)c(N)n1,False
[NH3+]C(Cn1ccc(=O)c(O)c1)C(=O)[O-],False
CC1C(=O)OC2CC[NH+]3CC=C(COC(=O)C(C)(O)C1(C)O)C23,False
O=c1c(O)c(c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,False
C=C1C2CC3(C1O)C1CC4C5(C)CCC(O)C4(C1[NH+](CC)C5)C3CC2O,False
COc1ccc2cc(C(C)C(=O)[O-])ccc2c1,False
CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,False
[NH3+]CC1OC(OC2C([NH3+])CC([NH3+])C(OC3OC(CO)C(O)C([NH3+])C3O)C2O)C([NH3+])CC1O,False
Cc1c(NC(=O)c2cccnc2)c(=O)n(c2ccccc2)n1C,False
CC(C)[NH2+]CC(O)c1cc(O)cc(O)c1,False
Cc1ncc([N+](=O)[O-])n1CC(O)CCl,False
Cc1ccccc1C(OCC[NH+](C)C)c1ccccc1,False
O=C([O-])c1cc2ccccc2c(Cc2cc3ccccc3c(C(=O)[O-])c2O)c1O,False
COC(=O)C(c1ccccc1)C1CCCC[NH2+]1,False
[NH3+]CC1OC(OC2C(CO)OC(OC3C(O)C([NH3+])CC([NH3+])C3OC3OC(CO)C(O)C(O)C3[NH3+])C2O)C([NH3+])C(O)C1O,False
C=C1C(=O)OC2C1CCC(=CCCC1(C)OC21)C,False
C[NH+]1C(C)(C)CCCC1(C)C,False
CCOc1ccc(NC(=O)C)cc1,False
C=C(C)C1C2OC(=O)C1C1(O)CC3OC43C(=O)OC2C14C,False
CCCCOc1ccc(OCCC[NH+]2CCOCC2)cc1,False
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,False
OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,False
CC[NH+](CC)C(C)CN1c2ccccc2Sc2ccccc12,False
C[NH+]1CCc2cc3c(c4-c5c(CC1c24)cccc5)OCO3,False
COc1cc2c(cc1OC)C(C)[NH2+]CC2,False
O=C1C=C2C=CC3CC2(O1)C1CCCC[NH+]31,False
CC1CCC(NC(=O)N(CCCl)N=O)CC1,False
C=C1CC(=CC)C(=O)OC2CC[NH+]3CC=C(COC(=O)C1(C)O)C23,False
CC1CCC2C(C)C3CCC4(O)C(CC5C4CC(=O)C4CC(=O)CCC54C)C3C[NH+]2C1,False
C[NH2+]C1C(O)C(OC2C([NH3+])CC([NH3+])C(OC3OC(=CCC3[NH3+])C[NH3+])C2O)OCC1(C)O,False
COc1ccc2c(OC)c3ccoc3nc2c1OC,False
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,False
O=C([O-])CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,False
Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,False
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,False
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,False
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,False
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,False
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,False
COC(=O)C1=C[O-]C(C)C2C[NH+]3CCc4c([nH]c5ccccc45)C3CC12,False
O=c1c2ccccc2nc2n1CCCC2,False
O=C([O-])c1ccccc1S,False
C(#CC[NH+]1CCCC1)C[NH+]1CCCC1,False
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C21F,False
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,False
COC1C=C2CC[NH+](C)C2C2c3cc4c(cc3C(=O)OC12)OCO4,False
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,False
CCC12CCC[NH+]3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C23,False
Cc1cccc(C)c1NC1=[NH+]CCCS1,False
O=C([O-])C1C(O)CCC2C[NH+]3CCc4c([nH]c5ccccc45)C3CC12,False
CNC(=O)ON=CC(C)(C)SC,False
CCNC(=O)Oc1ccccc1[N+](=O)[O-],False
ClC=C1C2CC(C(Cl)C2(Cl)Cl)C1(CCl)CCl,False
CC1CCC2C(C)C(OC(=O)CCC(=O)[O-])OC3OC4(C)CCC1C23OO4,False
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,False
O=C1CC(CC[NH+]2CCCCC2)Oc2ccccc12,False
COc1cc(C=CC(=O)[O-])ccc1O,False
C=C(NNC(=O)c1nn(C)cc1I)c1ccnn1C,False
O=c1c(c2ccc(O)cc2)coc2cc(O)cc(O)c12,False
COc1ccc(CC(O)CO)cc1OC,False
O=C(NN=Cc1c(F)cccc1Cl)C(=O)N1CCCCCC1,False
CCOCCOC(=O)c1ccc(N)cc1,False
O=C1OCc2cc3cccc(OC4OC(CO)C(O)C(O)C4O)c3c(O)c12,False
CN(C)c1ccc(c2nc(C(F)(F)F)nc(C(F)(F)F)n2)cc1,False
CCc1ccc(N2C(=O)c3ccccc3NC2c2ccc(OCc3ccccc3)cc2)cc1,False
COc1ccc(n2c(C(=N)CCC(=O)N)n[nH]c2=S)cc1,False
CCSc1ccc2[nH]c(NC(=O)OC)nc2c1,False
CCCC(C)(COC(=O)N)COC(=O)NC(C)C,False
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,False
C[NH2+]CC(C)(C)c1ccccc1,False
CC1C(NC(=O)C(=NOC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],False
Cc1c2cc[nH]cc2c(C)c2c1nc1ccccc21,False
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,False
CC1Nc2ccccc2C1NC(=O)c1ccc(Cl)c(S(=O)(=O)N)c1,False
O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,False
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,False
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC12C,False
O=C1c2ccccc2C(=O)C1c1ccccc1,False
CC([NH3+])C(O)c1ccccc1,False
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)[O-])c2ccccc2)C(=O)C1=O,False
Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,False
CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)[O-],False
CC1CCC2(C(=O)[O-])CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1C,False
Cc1cc(C(C)(C)C)cc(C)c1CC1=[NH+]CCN1,False
CCCOc1ccccc1C1=[NH+]C(=O)C2=NN=NC2=[NH+]1,False
COc1cccc(C=NNC(=O)C(=O)NC(C)(C)C)c1O,False
COc1ccc(C(C#N)(CCC[NH3+])C(C)C)cc1OC,False
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC([NH3+])C(O)C(C)O1,False
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,False
CCOc1ccc(c2nc3cc(c4nc5ccc(N6CC[NH+](C)CC6)cc5[nH]4)ccc3[nH]2)cc1,False
Cc1c(C(=O)c2cccs2)c(=O)n(c2ccccc2)n1CC(O)C[NH2+]C(C)C,False
C[NH2+]C1c2cc(C#N)ccc2OC(C)(C)C1O,False
COc1cccc(CCc2ccccc2OCc2ccc(OC)c(OC)c2)c1,True
COc1cccc(CCc2ccccc2OCc2cc(OC)cc(OC)c2)c1,True
COc1cccc(CCc2ccccc2OCc2cccc(OC)c2)c1,True
COc1ccc(COc2ccccc2CCc2ccccc2)cc1,True
C[N+](=c1ccc2-c([se]c3c(c2c2ccc(C(=S)N4CCOCC4)s2)cc2c4c3CCCN4CCC2)c1)C,True
c1ccc(CCc2ccccc2OCc2ccncc2)cc1,True
COc1cc(OC)c2c(=O)cc(c3cc(OC)c(OC)c(OC)c3)oc2c1,True
COc1cc2c(cc1OC)C[NH+](CCCC1=CCC(OC)c3ccccc13)CC2,True
COc1ccc2c(c1)C(=CCC[NH+]1CCc3cc(OC)c(OC)cc3C1)CCC2,True
COC(=O)C1=C(C)NC(=C(C(=O)OC2CC[NH+](Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1)C,True
CN(C)c1ccc2c(c3ccccc3)c3-c(cc(=[N+](C)C)cc3)sc2c1,True
COc1c2c(c3c(c1OC)C1(OC)C4=C(C(=O)C(OC)C1(OC)O3)C(OC)CC(c1ccccc1)[O-]4)C(O)CC(c1ccccc1)O2,True
CC(C)N=c1cc2-c(nc3c(n2c2ccc(Cl)cc2)cccc3)cc1Nc1ccc(Cl)cc1,True
CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(=C(C)N1)P1(=O)OCC(C)(C)CO1,True
COc1cc2c(cc1OC)C[NH+](CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,True
CCC(C)n1ncn(c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,True
CN(C)c1ccc2c(c3ccccc3)c3-c(cc(=[N+](C)C)cc3)[se]c2c1,True
CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(=CC(C(=O)O1)C34O)C)O2,True
OC(COc1cccc2ncccc12)C[NH+]1CC[NH+](C2c3ccccc3C3C(c4ccccc24)C3(F)F)CC1,True
COC(=O)C1=C(C)NC(=C(C(=O)OCC[NH+]2CC[NH+](C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1)C,True
COc1cccc(CCc2ccccc2NCc2cccc(OC)c2OC)c1,True
COc1cccc(CCc2ccccc2NCc2cc(OC)cc(OC)c2)c1,True
COc1cccc(COc2ccccc2CCc2ccccc2)c1OC,True
COC1=C([O-]C)C2(OC)c3c(OC)c(OC)c4c(c3OC32OC(c2ccccc2)CC=C3C1=O)C(O)CC(c1ccccc1)O4,True
COC(=O)C1=C(C)NC(=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-])C,True
COc1ccc(CC[NH2+]CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,True
CC1OC(=O)C(C(C)C)N=C(O)C(C(C)C)OC(=O)C(C(C)C)N=C(O)C(C)OC(=O)C(C(C)C)N=C(O)C(C(C)C)OC(=O)C(C(C)C)N=C(O)C(C)OC(=O)C(C(C)C)N=C(O)C(C(C)C)OC(=O)C(C(C)C)N=C1O,True
COc1cc2c(cc1OC)C[NH+](CCc1ccc(NC(=O)c3ccccc3NC(=O)c3ccccc3)cc1)CC2,True
O=C(Nc1ccccc1C(=O)NC1CCCCC1[NH+]1CCN(c2ccccc2)CC1)c1cnc2ccccc2c1,True
COc1cccc(CCc2ccccc2OCc2ccccc2OC)c1,True
CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N1C,True
CC(=O)C1=CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,False
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4[NH+](C)C3)(C(C)C)C(=O)N12,True
OC(COc1cccc2ncccc12)C[NH+]1CC[NH+](C2c3ccccc3CCc3ccccc23)CC1,True
O=C(C(Cc1ccccc1)Cc1ccccc1)N1CC[NH+](CC(O)Oc2cccc3ncccc23)CC1,True
C[NH+](C)CCOC(c1ccc(Cl)cc1)c1ccccn1,True
CC[NH+](CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc12,True
CCC1=CC2C[NH+]3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13,True
CC[NH+](CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc12,True
Cc1ccccc1C[NH+]1CC[NH+](CCOC(c2ccccc2)c2ccccc2Cl)CC1,True
CC[NH+](CC)CCCN1c2ccccc2Sc2ccc(Cl)cc12,True
C[NH+](C)CCC=C1c2ccccc2Sc2ccc(Cl)cc12,True
O=C(CCC[NH+]1CCN(c2cc3ccccc3cn2)CC1)c1ccc(F)cc1,True
C[NH+]1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,True
Clc1ccc(C(c2ccccc2)[NH+]2CC[NH+](CC=Cc3ccccc3)CC2)cc1,True
C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc12,True
Clc1ccc(C(OCC[NH+]2CCCCC2)c2ccccc2)cc1,True
[NH3+]CCCCN1c2ccccc2Sc2ccc(Cl)cc12,True
O=c1[nH]c2cc(Cl)ccc2n1C1CC[NH+](CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,True
C[NH+]1CCN(C2=[NH+]c3ccccc3Sc3ccc(Cl)cc23)CC1,True
C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(=O)C)C(O)C1C(C)(C)CCC(O)C21C,False
COc1ccc(CC2NC(=O)C=CCC(C(C)C3OC3c3ccccc3)OC(=O)C(CC(C)C)OC(=O)C(C)CNC2=O)cc1Cl,True
CCC(C)C1C(=O)N(C)C(C(C)CC)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(O)cc2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)OC(C)(C)C)C(=O)N1C,True
CCC(C)C1C(=O)N(C)C(C(C)CC)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)OC(C)(C)C)C(=O)N1C,True
CCC(C)C1C(=O)N(C)C(C(C)CC)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)NC(C)(C)C)C(=O)N1C,True
CCC(C)C1C(=O)N(C)C(C(C)CC)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)NC(COC(C)(C)C)C(C)C)C(=O)N1C,True
CCC(C)C1C(=O)N(C)C(C(C)CC)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)OCCC(C)C)C(=O)N1C,True
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,True
C=CCNC(=O)CC1C(=O)N(C)C(C(C)CC)C(=O)N(C)C(C(C)CC)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N1C,True
CCC(C)C1C(=O)N(C)C(C(C)CC)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)N1C,True
CCC(C)C1C(=O)N(C)C(C(C)CC)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)N2CCCCC2)C(=O)N1C,True
CCC(C)C1C(=O)N(C)C(C(C)CC)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)NC(COCc2ccccc2)C(C)C)C(=O)N1C,True
CCC(C)C1C(=O)N(C)C(C(C)CC)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)NC(CO)C(C)C)C(=O)N1C,True
CCC(C)C1C(=O)N(C)C(C(C)CC)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CCCC(=O)OC(C)(C)C)C(=O)N1C,True
CC=CCC(C)C(O)C1C(=O)NC(C(C)O)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,True
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,True
C[NH+](C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccc(O)cc2)cc1,True
CCC(C#N)(CCC[NH+](C)CCc1ccc(OC)c(OC)c1)c1ccc(OC)c(OC)c1,True
COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(C)c(C)c2)C(C)C)cc1OC,True
COc1cc(CC[NH+](C)CCCC(C#N)(c2ccc(Cl)c(Cl)c2)C(C)C)ccc1C,True
CCOc1cc(CC[NH+](C)CCCC(C#N)(c2cc(OCC)cc(OCC)c2)C(C)C)cc(OCC)c1,True
CCCCCCCCCCCCC(C#N)(CCC[NH+](C)CCc1ccc(OC)cc1)c1cc(OC)c(OC)c(OC)c1,True
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,True
CCC(=C(c1ccc(I)cc1)c1ccc(OCC[NH+](C)C)cc1)c1ccccc1,True
COc1cc(C=Cc2ccccc2)oc(=O)c1,True
[NH3+]C1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc12,True
COC(=O)C1=C(C)NC(=C(C(=O)OCCC[NH+]2CCC(c3ccccc3)(c3ccccc3)CC2)C1Cc1cccc([N+](=O)[O-])c1)C,True
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,True
Fc1ccc(C(CCC[NH+]2CC[NH+](CCNc3ccccc3)CC2)c2ccc(F)cc2)cc1,True
C[O-]C1=CC(=O)OC(CCc2ccc3c(c2)OCO3)C1,True
O=C1NC(=S)N(Cc2cccc(Cl)c2)CCN1Cc1cccc(Cl)c1,True
CC(=O)C1=C(C)NC(=C(C(=O)C)C1c1ccc(Cl)cc1)C,True
Clc1ccc(C2(Cn3ccnc3)OCC(COc3ccc(c4ccccc4)cc3)O2)c(Cl)c1,True
C[NH+](C)CCC=C1c2ccccc2COc2ccccc12,True
CC(CC1CCCCC1)[NH2+]CCC(c1ccccc1)c1ccccc1,True
COc1ccccc1N1CC[NH+](CC(O)COc2cc(OC)c(OC)c(OC)c2)CC1,True
O=S1OCC2C(CO1)C1(Cl)C(=C(Cl)C2(Cl)C1(Cl)Cl)Cl,True
COC(=O)C1=C(C)NC(=C(C(=O)OCC[NH+](C)Cc2ccccc2)C1c1c(C(C)C)nn2ccccc12)C,True
CC[NH+]1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,True
CCN1C(=O)c2ccccc2C1Nc1ccc(OCC[NH+]2CCCCC2)cc1,True
C=C1C(OC(=O)c2ccccc2)C(OC(=O)C)C(OC(=O)C)C(C)(C)C=CC(C)C(=O)C2(O)CC(C)(OC(=O)C)C(O)C2C1OC(=O)C(C)C,True
C=C1C(OC(=O)c2ccccc2)C(OC(=O)C)C(OC(=O)C)C(C)(C)C=CC(C)C(=O)C2(O)CC(C)C(O)C2C1OC(=O)C(C)CC,True
C=C1C(OC(=O)c2ccccc2)C(OC(=O)C)C(OC(=O)C)C(C)(C)C=CC(C)C(=O)C2(O)CC(C)C(OC(=O)C)C2C1OC(=O)C(C)C,True
C=C1C(OC(=O)C(C)C)C(OC(=O)C)C(OC(=O)C)C(C)(C)C=CC(C)C(=O)C2(O)CC(C)(OC(=O)C)C(OC(=O)c3cccnc3)C2C1OC(=O)C,True
CCC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OCCC(C)C)cc12,True
CCC(C(=O)OCC[NH+]1CCOC(c2ccccc2)C1C)c1ccccc1,True
CCCCOc1ccc(OCC(=O)N(CC[NH+](CC)CC)c2cc(OCC)ccc2OCC)cc1,True
CC(C)C(=O)c1ccc(OCC[NH+]2CCC(C(O)(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,True
COc1ccc(c2cc(=O)c3c(O)cc(OCC(=O)N4CC[NH+](Cc5ccc(OC)c(OC)c5OC)CC4)cc3o2)cc1O,True
COc1ccc(C2CC(=O)c3c(OC(=O)C(C)(C)C)cc(OCC(=O)N4CC[NH+](Cc5ccc(OC)c(OC)c5OC)CC4)cc3O2)cc1OC(=O)C(C)(C)C,True
O=C1c2ccccc2C(Cc2ccc(F)cc2)NN1C1CCC[NH+](CCc2ccccc2)CC1,True
COc1ccccc1N1CC[NH+](CCCC(=O)c2ccc(F)cc2)CC1,True
C[NH2+]CCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,False
C[O-]C1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(=O)N)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,True
CC(=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C)C,True
COc1ccc(C[NH+](C)CCOc2ccc(NC(=O)c3cccc4c(=O)c5ccccc5[nH]c34)cc2)cc1OC,True
O=C(NCC[NH+]1CCC(n2c(=O)[nH]c3cc(Cl)ccc23)CC1)c1ccc(F)cc1,True
C[NH+]1CCC(OC2c3ccccc3CCc3ccccc23)CC1,True
COc1cc(C(=O)OCCC[NH+](C)CC[NH+](C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,True
CC1(C)CNC(=[NH+]N=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,True
OCCOCC[NH+]1CC[NH+](C(c2ccccc2)c2ccc(Cl)cc2)CC1,True
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,True
CC(=O)OC1C(OC(=O)C)C(C)(C)C=CC(C)C(=O)C2(OC(=O)C)CC(C)C(OC(=O)c3ccccc3)C2=CC(C)(O)C1OC(=O)C,True
C=C1C(OC(=O)C)CC(=O)C(C)(C)C=CC(C)C(=O)C2(OC(=O)C)CC(C)(OC(=O)C)C(OC(=O)C)C2C1OC(=O)C,True
C=C1C(OC(=O)C(C)C)C(OC(=O)C(C)C)C(OC(=O)C)C(C)(C)C2OC2C(C)C(=O)C2(OC(=O)C)CC(C)(OC(=O)C)C(OC(=O)C)C2C1OC(=O)C,True
C=C1C(OC(=O)C)CC(OC(=O)c2cccnc2)C(C)(C)C=CC(C)C(=O)C2(OC(=O)C)CC(C)C(OC(=O)C)C2C1OC(=O)C,True
C=C1C(OC(=O)C(C)C)C(O)C(OC(=O)c2cccnc2)C(C)(C)C=CC(C)C(OC(=O)C)C2(O)CC(C)(OC(=O)C)C(OC(=O)c3ccccc3)C2C1OC(=O)C,True
COc1ccc(CC[NH+](C)CCOc2ccc(NC(=O)c3cccc4c3Oc3ccccc3O4)cc2)cc1OC,True
CC(=O)OC1C(OC(=O)C)C(C)(C)C=CC(C)C(=O)C2(OC(=O)C)CC(C)(O)C(OC(=O)c3ccccc3)C2=CC(C)(OC(=O)C)C1OC(=O)C,True
